xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[22]/td[1],Section 8.04.   Termination by Parent,184,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[22]/td[2],77,185,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[23]/td[1],Section 8.05.   Notice of Termination; Effect of Termination and Abandonment,186,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[23]/td[2],78,187,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[25]/td,ARTICLE IX,188,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[25]/td,Miscellaneous and General,189,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[27]/td[1],Section 9.01.   Survival,190,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[27]/td[2],80,191,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[28]/td[1],Section 9.02.   Notices,192,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[28]/td[2],80,193,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[29]/td[1],Section 9.03.   Expenses,194,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[29]/td[2],81,195,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[30]/td[1],Section 9.04.   Transfer Taxes,196,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[30]/td[2],81,197,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[31]/td[1],Section 9.05.   Amendment or Other Modification; Waiver,198,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[31]/td[2],81,199,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[32]/td[1],Section 9.06.   Governing Law and Venue; Submission to Jurisdiction; Selection of Forum; Waiver of Trial by Jury,200,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[32]/td[2],81,201,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[33]/td[1],Section 9.07.   Specific Performance,202,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[33]/td[2],82,203,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[34]/td[1],Section 9.08.   Third-Party Beneficiaries,204,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[34]/td[2],83,205,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[35]/td[1],Section 9.09.   Fulfillment of Obligations,206,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[35]/td[2],83,207,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[36]/td[1],Section 9.10.   Successors and Assigns,208,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[36]/td[2],83,209,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[37]/td[1],Section 9.11.   Entire Agreement,210,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[37]/td[2],84,211,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[38]/td[1],Section 9.12.   Severability,212,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[38]/td[2],84,213,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[39]/td[1],Section 9.13.   Counterparts; Effectiveness,214,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[39]/td[2],84,215,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[7]/p/font,-,216,/html/body/document/type/sequence/filename/description/text/div[7]/p/font,-,n,4,"[0.06274375641464248, 0.49305, 0.013894305555555556, 0.00034211426616489907]",5.0,14.0,0.06274375641464248,0.49305,0.013894305555555556,0.00034211426616489907,0.06274375641464248,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[7]/p/font,iii,217,/html/body/document/type/sequence/filename/description/text/div[7]/p/font,iii,n,4,"[0.06274375641464248, 0.49305, 0.013894305555555556, 0.00034211426616489907]",5.0,15.0,0.06274375641464248,0.49305,0.013894305555555556,0.00034211426616489907,0.06274375641464248,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[7]/p/font,-,218,/html/body/document/type/sequence/filename/description/text/div[7]/p/font,-,n,4,"[0.06274375641464248, 0.49305, 0.013894305555555556, 0.00034211426616489907]",5.0,16.0,0.06274375641464248,0.49305,0.013894305555555556,0.00034211426616489907,0.06274375641464248,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[34],"EXHIBITS, SCHEDULES AND ANNEXES",219,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[4]/tbody/tr/td[1]/u,EXHIBITS,220,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[37],Exhibit A         Form of Non-Competition Agreement,221,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[5]/tbody/tr/td[1]/u,SCHEDULES,222,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[40],Schedule A     Non-Compete Person,223,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[41],Schedule B      Key Employees,224,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[42],Company Disclosure Schedule,225,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/table[6]/tbody/tr/td[1]/u,ANNEXES,226,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[45],Annex I          Conditions to the Offer,227,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[9]/p/font,-,228,/html/body/document/type/sequence/filename/description/text/div[9]/p/font,-,n,5,"[0.07039571216786407, 0.49331041666666664, 0.013378888888888888, 0.00034211426616489907]",5.0,17.0,0.07039571216786407,0.49331041666666664,0.013378888888888888,0.00034211426616489907,0.07039571216786407,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[9]/p/font,iv,229,/html/body/document/type/sequence/filename/description/text/div[9]/p/font,iv,n,5,"[0.07039571216786407, 0.49331041666666664, 0.013378888888888888, 0.00034211426616489907]",5.0,18.0,0.07039571216786407,0.49331041666666664,0.013378888888888888,0.00034211426616489907,0.07039571216786407,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[9]/p/font,-,230,/html/body/document/type/sequence/filename/description/text/div[9]/p/font,-,n,5,"[0.07039571216786407, 0.49331041666666664, 0.013378888888888888, 0.00034211426616489907]",5.0,19.0,0.07039571216786407,0.49331041666666664,0.013378888888888888,0.00034211426616489907,0.07039571216786407,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[49]/u,AGREEMENT AND PLAN OF MERGER,231,/html/body/document/type/sequence/filename/description/text/p[49]/u,AGREEMENT AND PLAN OF MERGER,st,6,"[0.07202645683658342, 0.4198513888888889, 0.16029722222222223, 0.00034211426616489907]",1.0,20.0,0.07202645683658342,0.4198513888888889,0.16029722222222223,0.00034211426616489907,0.07202645683658342,1.0,s_st
/html/body/document/type/sequence/filename/description/text/p[51],This AGREEMENT AND PLAN OF MERGER (this “,232,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51]/b[1]/u,Agreement,233,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51],"”), dated as of April 15, 2021, is entered into by and among General Finance Corporation, a Delaware corporation (the “",234,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51]/b[2]/u,Company,235,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51],"”), United Rentals (North America), Inc., a Delaware corporation (“",236,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51]/b[3]/u,Parent,237,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51],"”), and UR Merger Sub VI Corporation, a Delaware corporation and Wholly Owned Subsidiary of Parent (“",238,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51]/b[4]/u,Merger Sub,239,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51],"” and, together with the Company and Parent, the “",240,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51]/b[5]/u,Parties,241,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[51],”).,242,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[53],RECITALS,243,/html/body/document/type/sequence/filename/description/text/p[53],RECITALS,sst,7,"[0.07379404721176873, 0.47825555555555554, 0.04348958333333333, 0.00034211426616489907]",1.0,21.0,0.07379404721176873,0.47825555555555554,0.04348958333333333,0.00034211426616489907,0.07379404721176873,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[55],"WHEREAS, the Parties intend that, subject to the terms and conditions of this Agreement, Merger Sub shall commence a cash tender offer to acquire any and all of the outstanding Shares (as defined below) of the Company for $19.00 per share (such amount, or any other amount per share paid in such offer in accordance with this Agreement, the “",244,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[55]/b[1]/u,Offer Price,245,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[55],"”), net to the seller in cash, without interest (such offer, as may be extended and amended from time to time as permitted under, or required by, this Agreement, the “",246,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[55]/b[2]/u,Offer,247,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[55],”);,248,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[57],"WHEREAS, following the consummation of the Offer, subject to the terms and conditions of this Agreement and in accordance with Section 251(h) of the General Corporation Law of the State of Delaware (the “",249,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[57]/b[1]/u,DGCL,250,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[57],"”), Merger Sub will be merged with and into the Company (the “",251,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[57]/b[2]/u,Merger,252,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[57],"”), with the Company surviving the Merger, and pursuant to the Merger each Share that is not validly tendered and irrevocably accepted for payment pursuant to the Offer (except as otherwise provided herein) will be converted into the right to receive the Offer Price, net to the seller in cash, without interest;",253,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[59],"WHEREAS, Parent, Merger Sub and the Company acknowledge and agree that the Merger shall be effected under Section 251(h) of the DGCL and, subject to the terms of this Agreement, effected as soon as practicable following the consummation of the Offer;",254,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[61],"WHEREAS, the Company Board has unanimously (a) approved and declared advisable this Agreement and the transactions contemplated by this Agreement, (b) determined that this Agreement and the transactions contemplated by this Agreement are fair to, and in the best interests of, the Company and the holders of Shares (other than Excluded Shares) and (c) recommended that the holders of Shares tender their Shares in the Offer;",255,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[63],"WHEREAS, the board of directors of Parent has unanimously (a) approved and declared advisable this Agreement and the transactions contemplated by this Agreement and (b) determined that this Agreement and the transactions contemplated by this Agreement are fair to, and in the best interests of, Parent;",256,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[65],"WHEREAS, the board of directors of Merger Sub has unanimously (a) approved and declared advisable this Agreement and the transactions contemplated by this Agreement, (b) determined that this Agreement and the transactions contemplated by this Agreement are fair to, and in the best interests of Merger Sub and Parent (as Merger Sub’s sole stockholder), and (c) resolved to recommend that Parent (as Merger Sub’s sole stockholder) adopt this Agreement;",257,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[69],"WHEREAS, concurrently with the execution and delivery of this Agreement, and as a condition and inducement to Parent and Merger Sub to enter into this Agreement, certain stockholders of the Company, in their capacities as such, have entered into and delivered to Parent a tender and support agreement (collectively, the “",258,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[69]/b/u,Tender and Support Agreements,259,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[69],”) in connection with the Offer and the Merger;,260,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[71],"WHEREAS, concurrently with the execution and delivery of this Agreement, and as a condition and inducement to Parent and Merger Sub to enter into this Agreement, the Employee set forth on Schedule A hereto (the “",261,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[71]/b[1]/u,Non-Compete Person,262,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[71],"”) has entered into and delivered to Parent a confidentiality, non-solicitation and non-competition agreement, in the form attached hereto as",263,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[71]/u,Exhibit A,264,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[71],(the “,265,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[71]/b[2]/u,Non-Competition Agreement,266,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[71],"”), to be contingent upon and effective as of the Closing;",267,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[73],"WHEREAS, concurrently with the execution and delivery of this Agreement, and as a condition and inducement to Parent and Merger Sub to enter into this Agreement, each of the persons listed on Schedule B hereto (each, a “",268,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[73]/b[1]/u,Key Employee,269,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[73],"”) has entered into an “at will” employment arrangement with Parent, the Surviving Corporation or a Subsidiary of Parent, in each case to be contingent upon and effective as of the Closing (collectively, the “",270,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[73]/b[2]/u,Key Employee Agreements,271,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[73],"”) and a side letter pursuant to Schedule 3.03 of the Company Disclosure Schedule (collectively, the “",272,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[73]/b[3]/u,Key Employee Side Letters,273,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[73],”); and,274,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[75],"WHEREAS, the Parties desire to make certain representations, warranties, covenants and agreements in connection with this Agreement and the transactions contemplated by this Agreement.",275,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[77],"NOW, THEREFORE, in consideration of the foregoing premises and the representations, warranties, covenants and agreements set forth in this Agreement, the Parties, intending to be legally bound, agree as follows:",276,,,,,,,,,,,,,,o
