,xpaths,text,all_nodes_ordering
256,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[23]/td[1]/p,Section 7.8,256
257,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[23]/td[3]/u,Stock Exchange,257
258,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[23]/td[3]/u/font,De-listing;,258
259,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[23]/td[3]/u,Exchange Act Deregistration,259
260,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[23]/td[6],84,260
261,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[24]/td[1]/p,Section 7.9,261
262,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[24]/td[3]/u,Stockholder Litigation,262
263,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[24]/td[6],84,263
264,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[25]/td[1]/p,Section 7.10,264
265,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[25]/td[3]/u,Takeover Statutes,265
266,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[25]/td[6],84,266
267,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[27]/td[1],ARTICLE VIII,267
268,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[29]/td[1],CONDITIONS TO THE MERGER,268
269,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[31]/td[1]/p,Section 8.1,269
270,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[31]/td[3]/u,Conditions to Obligations of Each Party,270
271,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[31]/td[6],84,271
272,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[32]/td[1]/p,Section 8.2,272
273,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[32]/td[3]/u,Conditions to Obligations of Parent and Merger Sub,273
274,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[32]/td[6],85,274
275,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[33]/td[1]/p,Section 8.3,275
276,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[33]/td[3]/u,Conditions to Obligations of the Company,276
277,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[33]/td[6],86,277
278,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[34]/td[1]/p,Section 8.4,278
279,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[34]/td[3]/u,Frustration of Closing Conditions,279
280,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[34]/td[6],86,280
281,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[36]/td[1],ARTICLE IX,281
282,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[38]/td[1],TERMINATION,282
283,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[1]/p,Section 9.1,283
284,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[3]/u,Termination,284
285,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[6],87,285
286,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[40]/td[1]/p,Section 9.2,286
287,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[40]/td[3]/u,Effect of Termination,287
288,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[40]/td[6],88,288
289,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[1]/p,Section 9.3,289
290,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[3]/u,Termination Fees; Expenses,290
291,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[6],89,291
292,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[43]/td[1],ARTICLE X,292
293,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[45]/td[1],MISCELLANEOUS,293
294,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[1]/p,Section 10.1,294
295,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[3]/u,No Survival of Representations and Warranties,295
296,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[6],92,296
297,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[48]/td[1]/p,Section 10.2,297
298,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[48]/td[3]/u,Amendment and Modification,298
299,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[48]/td[6],92,299
300,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[1]/p,Section 10.3,300
301,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[3]/u,Extension; Waiver,301
302,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[6],92,302
303,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[50]/td[1]/p,Section 10.4,303
304,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[50]/td[3]/u,Expenses and Transfer Taxes,304
305,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[50]/td[6],93,305
306,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[1]/p,Section 10.5,306
307,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[3]/u,Company Disclosure Letter References,307
308,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[6],93,308
309,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[52]/td[1]/p,Section 10.6,309
310,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[52]/td[3]/u,Notices,310
311,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[52]/td[6],93,311
312,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[1]/p,Section 10.7,312
313,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[3]/u,Counterparts,313
314,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[6],94,314
315,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],iii,315
316,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[2]/td[1]/p,Section 10.8,316
317,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[2]/td[3]/u,Entire Agreement; No Third Party Beneficiaries,317
318,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[2]/td[6],95,318
319,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[1]/p,Section 10.9,319
320,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[3]/u,Severability,320
321,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[6],95,321
322,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[4]/td[1]/p,Section 10.10,322
323,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[4]/td[3]/u,Assignment,323
324,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[4]/td[6],95,324
325,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[5]/td[1]/p,Section 10.11,325
326,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[5]/td[3]/u,Guarantee,326
327,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[5]/td[6],96,327
328,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[6]/td[1]/p,Section 10.12,328
329,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[6]/td[3]/u,Governing Law,329
330,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[6]/td[6],96,330
331,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[7]/td[1]/p,Section 10.13,331
332,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[7]/td[3]/u,Enforcement; Exclusive Jurisdiction,332
333,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[7]/td[6],97,333
334,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[8]/td[1]/p,Section 10.14,334
335,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[8]/td[3]/u,WAIVER OF JURY TRIAL,335
336,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[8]/td[6],98,336
337,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[9]/td[1]/p,Section 10.15,337
338,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[9]/td[3]/u,No Recourse,338
339,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[9]/td[6],98,339
340,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[11]/td[1],Exhibit A,340
341,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[11]/td[3],Certificate of Incorporation of the Surviving Corporation,341
342,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[13]/td[1],Exhibit B,342
343,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[13]/td[3]/font,By-Laws,343
344,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[13]/td[3],of the Surviving Corporation,344
345,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[2],iv,345
346,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,346
347,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],AGREEMENT AND PLAN OF MERGER (this “,347
348,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[1],Agreement,348
349,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”), dated as of May 10, 2021, among Domtar Corporation, a
Delaware corporation (the “",349
350,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[2],Company,350
351,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”), Karta Halten B.V., a private limited company organized under the laws of the Netherlands (“",351
352,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[3],Parent,352
353,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”), and Pearl Merger Sub Inc., a Delaware corporation and a wholly-owned
subsidiary of Parent (“",353
354,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[4],Merger Sub,354
355,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”), Paper Excellence B.V., a private limited company organized under the laws of the Netherlands (“",355
356,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[5],Pearl 1,356
357,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”), and Hervey Investments B.V., a private limited company organized under
the laws of the Netherlands (“",357
358,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[6],Pearl 2,358
359,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"” and, together with Parent and Pearl 1, the “",359
360,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[7],Parent Parties,360
361,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”). The Parent Parties, Merger Sub and the Company are referred to individually as a “",361
362,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[8],Party,362
363,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"” and
collectively as “",363
364,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[9],Parties,364
365,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],”.,365
366,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[1],R,366
367,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[2],E,367
368,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[3],C,368
369,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[4],I,369
370,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[5],T,370
371,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[6],A,371
372,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[7],L,372
373,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[8],S,373
374,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4],"WHEREAS, the Company, Parent and Merger Sub desire to effect the acquisition of the Company by Parent through the merger of Merger Sub with
and into the Company, with the Company surviving the merger as the surviving corporation (the “",374
