,xpaths,text,all_nodes_ordering
255,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[13],"” means any tender or exchange offer, proposal for a merger, consolidation or other business combination
involving CBTC or any of its Significant Subsidiaries or any proposal or offer to acquire equity interests representing 24.99% or more of the voting power of, or at least 24.99% of the assets or deposits of, CBTC or any of its Significant
Subsidiaries, other than the transactions contemplated by this Agreement.",255
256,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[15],1,256
257,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1],“,257
258,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/i,Additional Cash Payment Per Share,258
259,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1],"” has the meaning set forth in
Section 9.01(i)(i)(b).",259
260,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[2],“,260
261,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[2]/i,Adverse Recommendation Change,261
262,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[2],” has the meaning set forth in Section 7.02.,262
263,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[3],“,263
264,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[3]/i,Agreement,264
265,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[3],” has the meaning set forth in the preamble to this Agreement.,265
266,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[4],“,266
267,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[4]/i,ALLL,267
268,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[4],” has the meaning set forth in Section 6.03(w).,268
269,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[5],“,269
270,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[5]/i,Average Index Price,270
271,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[5],” has the meaning set forth in Section 9.01(i)(ii).,271
272,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[6],“,272
273,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[6]/i,Average United Closing Price,273
274,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[6],"” means the volume-weighted average of the closing sales price on Nasdaq of United Common Stock
for the 20 full trading days ending on the second trading day immediately preceding the Effective Date.",274
275,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[7],“,275
276,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[7]/i,"Average United Stock
Price",276
277,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[7],” has the meaning set forth in Section 9.01(i)(ii).,277
278,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[8],“,278
279,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[8]/i,Bank Merger,279
280,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[8],"” has the meaning set forth in
Section 3.01(a).",280
281,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[9],“,281
282,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[9]/i,Bank Merger Agreement,282
283,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[9],"” means the Agreement and Plan of Merger of Essex Bank with and into United
Bank, attached as",283
284,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[9]/u,Exhibit B,284
285,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[9],.,285
286,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[10],“,286
287,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[10]/i,Bank Merger Effective Date,287
288,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[10],” has the meaning set forth in Section 3.02.,288
289,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[11],“,289
290,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[11]/i,Book-Entry Shares,290
291,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[11],” has the meaning set forth in Section 4.04.,291
292,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[12],“,292
293,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[12]/i,CBTC,293
294,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[12],” has the meaning set forth in the preamble to this Agreement.,294
295,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[13],“,295
296,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[13]/i,CBTC Articles,296
297,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[13],"” means the Articles of Incorporation of CBTC, as amended.",297
298,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[14],“,298
299,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[14]/i,CBTC Board,299
300,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[14],” means the Board of Directors of CBTC.,300
301,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[15],“,301
302,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[15]/i,CBTC Bylaws,302
303,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[15],"” means the Bylaws of CBTC, as amended.",303
304,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[16],“,304
305,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[16]/i,CBTC Common Stock,305
306,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[16],"” means the common stock, par value $0.01 per share, of CBTC.",306
307,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[17],“,307
308,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[17]/i[1],CBTC Meeting,308
309,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[17],”,309
310,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[17],has the meaning set forth in Section 7.02.,310
311,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[18],“,311
312,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[18]/i[1],CBTC,312
313,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[18]/i[2],Series A Preferred Stock,313
314,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[18],”,314
315,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[18],has the meaning set forth in Section 6.03(b).,315
316,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[19],“,316
317,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[19]/i[1],CBTC Stock Award,317
318,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[19],”,318
319,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[19],has the meaning set forth in Section 4.06(b).,319
320,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[20],“,320
321,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[20]/i[1],CBTC Stock Option,321
322,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[20],”,322
323,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[20],has the meaning set forth in Section 4.06(a).,323
324,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[21],“,324
325,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[21]/i,CBTC Stock Plans,325
326,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[21],” has the meaning set forth in Section 4.06(a).,326
327,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[23],2,327
328,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1],“,328
329,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/i[1],CBTC’s SEC Documents,329
330,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1],”,330
331,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1],"has the meaning set forth in
Section 6.03(g)(i).",331
332,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],“,332
333,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/i,CBTC Systems,333
334,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],” has the meaning set forth in Section 6.03(z)(i).,334
335,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3],“,335
336,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/i[1],Code,336
337,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3],”,337
338,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3],has the meaning set forth in the recitals.,338
339,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4],“,339
340,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4]/i,Community Reinvestment Act,340
341,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4],” has the meaning set forth in Section 6.03(j)(vi).,341
342,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],“,342
343,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5]/i[1],Compensation and Benefit Plans,343
344,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],”,344
345,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],has the meaning set forth in Section 6.03(m)(i).,345
346,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6],“,346
347,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6]/i,Confidentiality Agreement,347
348,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6],” has the meaning set forth in Section 7.04(d).,348
349,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7],“,349
350,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7]/i,Consultants,350
351,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7],” has the meaning set forth in Section 6.03(m)(i).,351
352,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],“,352
353,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8]/i[1],Costs,353
354,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],”,354
355,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],has the meaning set forth in Section 7.09(a).,355
356,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[9],“,356
357,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[9]/i[1],Deferred Compensation Plan,357
358,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[9],”,358
359,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[9],has the meaning set forth in Section 6.03(m)(xi).,359
360,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[10],“,360
361,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[10]/i,Derivative Transaction,361
362,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[10],"” means any swap transaction, option, warrant, forward purchase or sale transaction, futures
transaction, cap transaction, floor transaction or collar transaction relating to one or more currencies, commodities, bonds, equity securities, loans, interest rates, catastrophe events, weather-related events, credit-related events or conditions
or any indexes, or any other similar transaction (including any option with respect to any of these transactions) or combination of any of these transactions, including collateralized mortgage obligations or other similar instruments or any debt or
equity instruments evidencing or embedding any such types of transactions, and any related credit support, collateral or other similar arrangements related to such transactions.",362
363,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[11],“,363
364,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[11]/i,Determination Date,364
365,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[11],” has the meaning set forth in Section 9.01(i)(ii).,365
366,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12],“,366
367,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12]/i[1],Directors,367
368,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12],”,368
369,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12],has the meaning set forth in Section 6.03(m)(i).,369
370,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[13],“,370
371,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[13]/i[1],Disclosure Schedule,371
