,xpaths,text,all_nodes_ordering
268,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[31]/td[1]/p,7.3,268
269,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[31]/td[3],Frustration of Closing Conditions,269
270,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[31]/td[6],51,270
271,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[33]/td[1]/p,SECTION 8.,271
272,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[33]/td[3],TERMINATION,272
273,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[33]/td[6],51,273
274,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[35]/td[1]/p,8.1,274
275,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[35]/td[3],Termination,275
276,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[35]/td[6],51,276
277,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[37]/td[1]/p,8.2,277
278,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[37]/td[3],Effect of Termination,278
279,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[37]/td[6],52,279
280,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[1]/p,8.3,280
281,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[3],Expenses; Termination Fee,281
282,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[6],53,282
283,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[1]/p,SECTION 9.,283
284,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[3],MISCELLANEOUS PROVISIONS,284
285,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[6],54,285
286,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[43]/td[1]/p,9.1,286
287,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[43]/td[3],Amendment,287
288,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[43]/td[6],54,288
289,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[45]/td[1]/p,9.2,289
290,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[45]/td[3],Waiver,290
291,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[45]/td[6],54,291
292,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[1]/p,9.3,292
293,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[3],No Survival of Representations and Warranties,293
294,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[6],55,294
295,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[1]/p,9.4,295
296,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[3],Entire Agreement; Counterparts,296
297,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[6],55,297
298,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[1]/p,9.5,298
299,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[3],Applicable Legal Requirements; Jurisdiction; Specific Performance; Remedies,299
300,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[6],55,300
301,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[1]/p,9.6,301
302,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[3],Assignability,302
303,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[6],57,303
304,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[55]/td[1]/p,9.7,304
305,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[55]/td[3],No Third-Party Beneficiaries,305
306,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[55]/td[6],57,306
307,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[57]/td[1]/p,9.8,307
308,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[57]/td[3],Transfer Taxes,308
309,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[57]/td[6],57,309
310,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[59]/td[1]/p,9.9,310
311,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[59]/td[3],Notices,311
312,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[59]/td[6],57,312
313,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[5],iii,313
314,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/b,Table of Contents,314
315,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[2],(continued),315
316,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[2]/td[5]/b,Page,316
317,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[1]/p,9.10,317
318,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[3],Severability,318
319,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[6],58,319
320,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[5]/td[1]/p,9.11,320
321,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[5]/td[3],Construction,321
322,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[5]/td[6],59,322
323,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[5],iv,323
324,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,Table of Contents,324
325,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],(continued),325
326,/html/body/document/type/sequence/filename/description/text/center[6]/div/table/tbody/tr[2]/td[5]/b,Page,326
327,/html/body/document/type/sequence/filename/description/text/center[6]/div/table/tbody/tr[3]/td[1]/p,EXHIBIT A,327
328,/html/body/document/type/sequence/filename/description/text/center[6]/div/table/tbody/tr[3]/td[3]/p,CERTAIN DEFINITIONS,328
329,/html/body/document/type/sequence/filename/description/text/center[6]/div/table/tbody/tr[3]/td[6]/font,A-1,329
330,/html/body/document/type/sequence/filename/description/text/center[6]/div/table/tbody/tr[4]/td[1]/p,ANNEX I,330
331,/html/body/document/type/sequence/filename/description/text/center[6]/div/table/tbody/tr[4]/td[3]/p,CONDITIONS TO THE OFFER,331
332,/html/body/document/type/sequence/filename/description/text/center[6]/div/table/tbody/tr[4]/td[6],1,332
333,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],v,333
334,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,334
335,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1],T,335
336,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1]/small[1],HIS,336
337,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1],A,337
338,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1]/small[2],GREEMENT,338
339,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1]/small[3],AND,339
340,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1],P,340
341,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1]/small[4],LAN,341
342,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1]/small[5],OF,342
343,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1],M,343
344,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[1]/small[6],ERGER,344
345,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],(this “,345
346,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/u[1],Agreement,346
347,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],"”) is made and entered into as of June 2, 2021, by and among MorphoSys AG, a German stock corporation (",347
348,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/i,Aktiengesellschaft,348
349,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],) (“,349
350,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/u[2],Parent,350
351,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],"”); MorphoSys
Development Inc., a Delaware corporation and an indirect wholly owned subsidiary of Parent (“",351
352,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/u[3],Purchaser,352
353,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],"”); and Constellation Pharmaceuticals, Inc., a Delaware corporation (the “",353
354,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/u[4],Company,354
355,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],"”). Certain capitalized terms
used in this Agreement are defined in",355
356,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[2],Exhibit,356
357,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b[4],A,357
358,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],.,358
359,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3]/b,R,359
360,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3]/b/small,ECITALS,360
361,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],"A. Parent has agreed to cause Purchaser to commence a cash tender offer (as it may be amended from time to time as permitted under this
Agreement, the “",361
362,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4]/u[1],Offer,362
363,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],"”) to acquire all of the outstanding shares of common stock, $0.0001 par value per share, of the Company (the “",363
364,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4]/u[2],Shares,364
365,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],"”), other than the Excluded Shares, for $34.00 per share (such amount, or any
higher amount per Share paid pursuant to the Offer, and as may be adjusted in accordance with",365
366,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4]/u[3],Section,366
367,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4]/u[5],1.1(g),367
368,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],", being the “",368
369,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4]/u[6],Offer Price,369
370,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],"”), net to the seller in cash, without interest, and subject to any
withholding of Taxes, upon the terms and subject to the conditions of this Agreement.",370
371,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5],"B. As soon as practicable following the
consummation of the Offer, Purchaser will be merged with and into the Company (the “",371
372,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5]/u[1],Merger,372
373,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5],"”), with the Company continuing as the surviving corporation in the Merger and as an indirect wholly owned subsidiary of Parent (the
“",373
374,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5]/u[2],Surviving Corporation,374
375,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5],"”), on the terms and subject to the conditions set forth in this Agreement, whereby (i) each issued and outstanding Share as of the Effective Time (other than Excluded Shares and Dissenting Shares) shall
be converted into the right to receive the Offer Price, net to the seller in cash, without interest, and subject to any withholding of Taxes, and (ii) the Company shall become an indirect wholly owned Subsidiary of Parent as a result of the
Merger.",375
376,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],C. The board of directors of the Company (the “,376
377,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6]/u[1],Company Board,377
378,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],"”) has (i) determined that this Agreement and
the Transactions, including the Offer and the Merger, are fair to, and in the best interest of, the Company and its stockholders, (ii) declared it advisable to enter into this Agreement, (iii) approved the execution, delivery and
performance by the Company of this Agreement and the consummation of the Transactions, including the Offer and the Merger, (iv) resolved that the Merger shall be effected under Section 251(h) of the DGCL and (v) resolved to recommend
that the stockholders of the Company tender their Shares to Purchaser pursuant to the Offer (the preceding",378
